pickup_datetime,dropoff_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,fare_amount,trip_distance_km,trip_duration_min,surge_multiplier,pickup_zone,dropoff_zone
2025-10-09 02:51:45,2025-10-09 03:12:01,12.96662,77.640907,12.894912,77.575145,1,240.83,10.694,20.27,1.0,Indiranagar,Bannerghatta
2025-10-04 05:48:30,2025-10-04 06:02:01,13.025429,77.552901,12.975029,77.587564,1,222.92,6.746,13.52,1.3,Rajajinagar,MG_Road
2025-10-09 10:33:27,2025-10-09 10:48:41,13.026682,77.59021,13.076697,77.589963,1,156.28,5.561,15.24,1.0,Hebbal,Yelahanka
2025-10-04 00:13:30,2025-10-04 00:30:13,12.995459,77.599903,13.083838,77.593781,3,334.25,9.85,16.73,1.5,MG_Road,Yelahanka
2025-10-08 11:25:19,2025-10-08 11:53:14,12.965304,77.635225,13.078851,77.590888,1,294.51,13.509,27.92,1.0,Indiranagar,Yelahanka
2025-10-04 12:35:07,2025-10-04 13:27:45,13.094146,77.588817,12.8265,77.686103,1,602.55,31.573,52.64,1.0,Yelahanka,Electronic_City
2025-10-02 03:32:48,2025-10-02 03:33:48,12.939422,77.624131,12.941125,77.62877,1,59.56,0.537,1.0,1.0,Koramangala,Koramangala
2025-10-06 07:00:50,2025-10-06 07:53:11,13.020686,77.550395,12.885097,77.577848,1,359.05,15.367,52.36,1.0,Rajajinagar,Bannerghatta
2025-10-11 09:54:15,2025-10-11 10:06:35,13.085854,77.58692,13.100369,77.593881,1,95.23,1.781,12.34,1.0,Yelahanka,Yelahanka
2025-10-02 13:14:22,2025-10-02 13:31:36,13.005467,77.562585,13.087604,77.593486,1,221.77,9.727,17.24,1.0,Rajajinagar,Yelahanka
2025-10-05 16:24:41,2025-10-05 16:33:07,13.090446,77.601095,13.039086,77.604268,1,148.49,5.721,8.45,1.0,Yelahanka,Hebbal
2025-10-04 01:39:05,2025-10-04 02:07:02,12.885808,77.581494,13.013909,77.559034,2,308.7,14.451,27.96,1.0,Bannerghatta,Rajajinagar
2025-10-02 20:21:06,2025-10-02 20:30:33,12.922516,77.592683,12.942252,77.589946,3,97.39,2.214,9.45,1.0,Jayanagar,Jayanagar
2025-10-02 23:46:33,2025-10-02 23:47:33,13.084727,77.590196,13.092594,77.601625,1,74.24,1.516,1.0,1.0,Yelahanka,Yelahanka
2025-10-04 17:35:48,2025-10-04 18:08:33,13.084958,77.609938,12.997758,77.559705,1,319.11,11.119,32.76,1.2,Yelahanka,Rajajinagar
2025-10-01 13:20:45,2025-10-01 13:31:33,13.033589,77.60047,13.086225,77.59088,2,155.37,5.944,10.81,1.0,Hebbal,Yelahanka
2025-10-07 11:55:39,2025-10-07 12:05:25,13.007761,77.554201,13.036596,77.598744,1,197.05,5.794,9.78,1.3,Rajajinagar,Hebbal
2025-10-01 03:41:20,2025-10-01 04:03:28,12.97368,77.746157,12.928762,77.625181,2,293.65,14.029,22.14,1.0,Whitefield,Koramangala
2025-10-04 18:26:09,2025-10-04 19:07:30,12.974369,77.644932,12.969022,77.750054,1,424.68,11.406,41.35,1.5,Indiranagar,Whitefield
2025-10-04 18:34:17,2025-10-04 18:39:23,12.931004,77.575941,12.926729,77.585408,1,74.63,1.131,5.11,1.0,Jayanagar,Jayanagar
2025-10-06 02:23:06,2025-10-06 02:24:34,12.969962,77.636482,12.982301,77.622761,2,82.55,2.023,1.47,1.0,Indiranagar,Indiranagar
2025-10-11 14:17:10,2025-10-11 14:45:19,12.97853,77.750788,12.853563,77.68115,2,329.45,15.813,28.17,1.0,Whitefield,Electronic_City
2025-10-01 12:00:33,2025-10-01 12:23:48,12.970623,77.64622,12.848589,77.667715,1,291.42,13.768,23.27,1.0,Indiranagar,Electronic_City
2025-10-03 11:57:09,2025-10-03 12:32:34,12.888363,77.571911,12.963548,77.751046,1,420.19,21.138,35.42,1.0,Bannerghatta,Whitefield
2025-10-08 06:14:33,2025-10-08 06:56:37,12.965822,77.60086,12.962438,77.734156,2,494.75,14.449,42.07,1.5,MG_Road,Whitefield
2025-10-06 00:53:34,2025-10-06 01:14:50,12.837492,77.672164,12.929271,77.578746,1,297.55,14.377,21.27,1.0,Electronic_City,Jayanagar
2025-10-02 03:40:32,2025-10-02 03:45:10,12.966941,77.597475,12.965682,77.636518,1,180.69,4.233,4.64,1.5,MG_Road,Indiranagar
2025-10-06 06:58:06,2025-10-06 07:03:03,12.967335,77.588532,12.981155,77.605682,2,93.6,2.411,4.95,1.0,MG_Road,MG_Road
2025-10-02 00:18:34,2025-10-02 00:50:44,12.833209,77.664932,13.003338,77.538553,2,672.89,23.356,32.18,1.5,Electronic_City,Rajajinagar
2025-10-11 16:35:45,2025-10-11 16:42:38,12.895707,77.574054,12.91946,77.613628,2,135.9,5.037,6.89,1.0,Bannerghatta,Koramangala
2025-10-01 12:14:40,2025-10-01 12:19:19,13.034711,77.592953,13.002169,77.564208,1,128.61,4.774,4.67,1.0,Hebbal,Rajajinagar
2025-10-03 04:53:33,2025-10-03 05:08:18,12.927749,77.625406,12.833033,77.665867,3,243.27,11.409,14.76,1.0,Koramangala,Electronic_City
2025-10-01 03:33:20,2025-10-01 03:50:32,12.893185,77.562073,12.833503,77.67651,2,286.84,14.069,17.21,1.0,Bannerghatta,Electronic_City
2025-10-06 17:10:42,2025-10-06 17:51:12,12.900417,77.571282,12.975139,77.644014,1,282.55,11.453,40.5,1.0,Bannerghatta,Indiranagar
2025-10-11 08:32:56,2025-10-11 08:49:49,12.96723,77.657844,12.919701,77.636918,1,161.61,5.751,16.9,1.0,Indiranagar,Koramangala
2025-10-04 07:02:39,2025-10-04 07:50:25,12.975208,77.728636,12.973857,77.637106,1,270.45,9.919,47.77,1.0,Whitefield,Indiranagar
2025-10-05 03:40:02,2025-10-05 03:59:47,12.835159,77.661088,12.979388,77.649959,1,320.87,16.083,19.75,1.0,Electronic_City,Indiranagar
2025-10-09 05:32:40,2025-10-09 05:40:23,13.025993,77.600479,12.978579,77.630412,2,154.43,6.19,7.72,1.0,Hebbal,Indiranagar
2025-10-10 03:15:06,2025-10-10 03:20:21,13.067347,77.583768,13.045852,77.604032,1,106.57,3.245,5.26,1.0,Yelahanka,Hebbal
2025-10-06 07:55:53,2025-10-06 08:32:15,12.873606,77.577119,12.837358,77.686506,2,292.44,12.525,36.38,1.0,Bannerghatta,Electronic_City
2025-10-09 20:40:59,2025-10-09 21:13:10,12.975875,77.602058,12.894824,77.582234,1,237.25,9.265,32.18,1.0,MG_Road,Bannerghatta
2025-10-11 07:27:39,2025-10-11 07:34:50,12.875586,77.575187,12.889301,77.565784,1,88.3,1.834,7.19,1.0,Bannerghatta,Bannerghatta
2025-10-09 11:00:47,2025-10-09 11:11:55,13.025294,77.591271,12.97979,77.642707,2,179.61,7.527,11.13,1.0,Hebbal,Indiranagar
2025-10-09 18:49:30,2025-10-09 19:43:57,12.966268,77.757047,12.895797,77.570709,2,456.62,21.661,54.47,1.0,Whitefield,Bannerghatta
2025-10-10 17:23:10,2025-10-10 17:36:07,12.989586,77.589018,13.010117,77.561427,1,151.03,3.761,12.96,1.2,MG_Road,Rajajinagar
2025-10-11 12:41:06,2025-10-11 13:53:49,12.842823,77.694677,13.006007,77.559759,1,508.65,23.304,72.73,1.0,Electronic_City,Rajajinagar
2025-10-07 16:22:05,2025-10-07 16:29:09,12.983234,77.627584,12.984993,77.654718,1,104.82,2.947,7.08,1.0,Indiranagar,Indiranagar
2025-10-09 14:40:40,2025-10-09 14:48:07,12.971012,77.744179,12.979917,77.749693,2,78.54,1.157,7.46,1.0,Whitefield,Whitefield
2025-10-05 00:17:32,2025-10-05 00:23:16,12.883826,77.575491,12.891422,77.573983,1,92.98,0.86,5.75,1.3,Bannerghatta,Bannerghatta
2025-10-01 04:53:05,2025-10-01 05:12:06,12.978067,77.633188,12.969319,77.735248,1,245.06,11.102,19.02,1.0,Indiranagar,Whitefield
2025-10-02 10:17:31,2025-10-02 10:53:33,12.889749,77.573827,13.006102,77.558351,1,299.75,13.046,36.04,1.0,Bannerghatta,Rajajinagar
2025-10-06 01:10:36,2025-10-06 01:32:04,12.967278,77.747995,12.939873,77.629411,1,280.31,13.207,21.47,1.0,Whitefield,Koramangala
2025-10-05 23:00:59,2025-10-05 23:24:03,13.080944,77.586932,12.957966,77.65032,1,376.98,15.302,23.08,1.2,Yelahanka,Indiranagar
2025-10-02 15:29:21,2025-10-02 15:55:20,12.939648,77.647988,13.008739,77.554673,1,279.46,12.699,25.99,1.0,Koramangala,Rajajinagar
2025-10-03 17:34:20,2025-10-03 18:35:43,12.969484,77.756727,12.926589,77.596417,2,412.33,18.015,61.4,1.0,Whitefield,Jayanagar
2025-10-03 12:49:24,2025-10-03 13:08:25,12.934127,77.575789,12.975098,77.635754,1,197.58,7.936,19.03,1.0,Jayanagar,Indiranagar
2025-10-05 03:13:27,2025-10-05 03:16:51,13.018658,77.573151,13.0222,77.569727,1,63.24,0.541,3.41,1.0,Rajajinagar,Rajajinagar
2025-10-04 11:06:43,2025-10-04 11:48:50,13.081859,77.602036,12.887919,77.578312,1,438.96,21.718,42.13,1.0,Yelahanka,Bannerghatta
2025-10-08 23:19:18,2025-10-08 23:48:00,12.88575,77.574928,13.01795,77.559389,1,315.01,14.796,28.71,1.0,Bannerghatta,Rajajinagar
2025-10-09 02:23:55,2025-10-09 02:30:39,12.929741,77.627178,12.905075,77.572258,1,237.63,6.554,6.74,1.5,Koramangala,Bannerghatta
2025-10-03 00:01:59,2025-10-03 00:20:17,12.861637,77.57095,12.937433,77.635143,1,362.1,10.929,18.31,1.5,Bannerghatta,Koramangala
2025-10-05 13:03:05,2025-10-05 13:42:22,12.968958,77.745129,12.933603,77.621324,1,318.65,13.98,39.3,1.0,Whitefield,Koramangala
2025-10-01 05:38:44,2025-10-01 05:56:01,12.938466,77.610879,13.020533,77.560881,1,235.13,10.612,17.3,1.0,Koramangala,Rajajinagar
2025-10-06 14:33:37,2025-10-06 14:50:21,12.98427,77.59535,13.072047,77.590275,1,221.75,9.776,16.74,1.0,MG_Road,Yelahanka
2025-10-11 17:21:38,2025-10-11 18:26:02,12.840687,77.662974,13.023004,77.55791,1,495.38,23.251,64.4,1.0,Electronic_City,Rajajinagar
2025-10-07 01:19:07,2025-10-07 01:21:28,13.035806,77.592171,13.023174,77.604357,1,82.46,1.928,2.36,1.0,Hebbal,Hebbal
2025-10-10 21:46:01,2025-10-10 21:56:09,12.922625,77.594679,12.877248,77.563647,1,156.18,6.064,10.14,1.0,Jayanagar,Bannerghatta
2025-10-10 13:16:23,2025-10-10 13:17:23,12.969464,77.74618,12.984749,77.740391,3,78.67,1.812,1.0,1.0,Whitefield,Whitefield
2025-10-01 13:39:28,2025-10-01 13:56:00,12.946757,77.620489,12.909861,77.584869,2,159.32,5.633,16.55,1.0,Koramangala,Jayanagar
2025-10-05 16:50:16,2025-10-05 17:08:51,12.974167,77.591461,13.080274,77.588017,1,254.95,11.804,18.59,1.0,MG_Road,Yelahanka
2025-10-03 11:44:24,2025-10-03 12:00:33,13.016627,77.560487,13.090796,77.592832,1,208.65,8.961,16.16,1.0,Rajajinagar,Yelahanka
2025-10-04 19:22:41,2025-10-04 20:14:40,12.963687,77.637535,12.836739,77.673892,1,347.81,14.656,51.98,1.0,Indiranagar,Electronic_City
2025-10-08 01:48:34,2025-10-08 02:12:59,12.944718,77.616125,12.969107,77.737435,1,287.97,13.422,24.43,1.0,Koramangala,Whitefield
2025-10-11 18:11:45,2025-10-11 18:16:04,12.879663,77.572006,12.890295,77.559471,1,83.51,1.801,4.33,1.0,Bannerghatta,Bannerghatta
2025-10-02 22:45:47,2025-10-02 22:54:28,12.972915,77.596632,13.00282,77.554441,2,147.83,5.653,8.69,1.0,MG_Road,Rajajinagar
2025-10-11 14:25:37,2025-10-11 14:30:33,13.024599,77.568413,12.9924,77.553434,1,116.38,3.931,4.95,1.0,Rajajinagar,Rajajinagar
2025-10-06 09:26:40,2025-10-06 09:44:55,13.027916,77.586979,12.976241,77.600123,1,166.19,5.92,18.26,1.0,Hebbal,MG_Road
2025-10-07 02:37:11,2025-10-07 03:27:37,13.079166,77.59506,12.831108,77.684,1,563.94,29.218,50.45,1.0,Yelahanka,Electronic_City
2025-10-07 01:37:15,2025-10-07 02:01:28,12.978313,77.635237,12.968902,77.750136,1,273.75,12.494,24.23,1.0,Indiranagar,Whitefield
2025-10-04 04:51:11,2025-10-04 05:09:25,12.970965,77.746769,12.933042,77.635873,1,268.41,12.736,18.25,1.0,Whitefield,Koramangala
2025-10-07 18:25:11,2025-10-07 19:23:43,12.841358,77.669783,12.982485,77.639399,2,378.33,16.034,58.54,1.0,Electronic_City,Indiranagar
2025-10-02 13:42:09,2025-10-02 14:17:25,12.937018,77.582046,13.079034,77.602055,1,342.0,15.94,35.27,1.0,Jayanagar,Yelahanka
2025-10-08 16:31:39,2025-10-08 17:06:51,13.081516,77.585019,12.933975,77.627839,1,358.54,17.049,35.2,1.0,Yelahanka,Koramangala
2025-10-11 17:29:59,2025-10-11 18:30:38,12.96397,77.75476,12.966266,77.59771,1,396.29,17.02,60.66,1.0,Whitefield,MG_Road
2025-10-07 00:31:17,2025-10-07 01:11:05,12.962769,77.74927,13.084565,77.594326,1,433.22,21.568,39.8,1.0,Whitefield,Yelahanka
2025-10-03 01:49:40,2025-10-03 01:54:27,12.932972,77.588943,12.97633,77.596133,1,130.43,4.884,4.78,1.0,Jayanagar,MG_Road
2025-10-03 12:47:21,2025-10-03 13:15:07,12.978937,77.605063,12.974013,77.743091,4,316.16,14.966,27.78,1.0,MG_Road,Whitefield
2025-10-02 03:24:45,2025-10-02 03:48:47,12.917146,77.637356,13.025058,77.548976,1,316.34,15.352,24.03,1.0,Koramangala,Rajajinagar
2025-10-10 19:47:58,2025-10-10 19:49:27,13.038024,77.59022,13.036156,77.586071,1,59.68,0.495,1.5,1.0,Hebbal,Hebbal
2025-10-09 00:00:31,2025-10-09 00:17:35,12.96876,77.750233,12.989591,77.650279,2,290.08,11.075,17.07,1.2,Whitefield,Indiranagar
2025-10-10 19:35:42,2025-10-10 20:48:32,12.838153,77.668976,12.931726,77.579034,2,485.09,14.259,72.84,1.3,Electronic_City,Jayanagar
2025-10-07 17:43:35,2025-10-07 18:31:46,12.958396,77.642351,12.974756,77.739127,1,338.33,10.643,48.19,1.2,Indiranagar,Whitefield
2025-10-06 12:18:05,2025-10-06 12:28:54,12.978155,77.607943,12.934542,77.590508,1,144.3,5.205,10.82,1.0,MG_Road,Jayanagar
2025-10-01 06:48:51,2025-10-01 07:28:19,12.872986,77.574199,13.046296,77.586269,1,398.95,19.316,39.48,1.0,Bannerghatta,Hebbal
2025-10-02 09:29:26,2025-10-02 09:54:34,13.013693,77.550083,12.940863,77.586896,1,223.13,9.027,25.15,1.0,Rajajinagar,Jayanagar
2025-10-10 19:37:19,2025-10-10 19:47:45,12.96776,77.647222,12.976116,77.608117,1,156.88,4.338,10.44,1.2,Indiranagar,MG_Road
2025-10-03 18:15:32,2025-10-03 19:03:35,12.925333,77.578665,13.042733,77.603652,1,322.06,13.332,48.05,1.0,Jayanagar,Hebbal
2025-10-01 14:47:03,2025-10-01 15:23:43,12.966293,77.753437,12.97988,77.646625,1,280.08,11.672,36.67,1.0,Whitefield,Indiranagar
2025-10-09 21:05:20,2025-10-09 21:54:09,13.068046,77.611932,12.874766,77.568959,1,453.08,21.99,48.82,1.0,Yelahanka,Bannerghatta
2025-10-05 03:13:43,2025-10-05 03:21:02,13.004826,77.554188,13.04373,77.591697,1,150.02,5.935,7.33,1.0,Rajajinagar,Hebbal
2025-10-07 13:04:25,2025-10-07 13:30:34,13.007754,77.54971,12.982745,77.647539,1,253.6,10.958,26.15,1.0,Rajajinagar,Indiranagar
2025-10-11 11:55:08,2025-10-11 12:29:07,12.93863,77.612852,13.01713,77.562125,1,255.72,10.315,33.99,1.0,Koramangala,Rajajinagar
2025-10-04 18:50:40,2025-10-04 19:38:51,12.979244,77.768127,13.041059,77.586837,2,434.43,20.809,48.2,1.0,Whitefield,Hebbal
2025-10-03 09:57:15,2025-10-03 10:45:12,13.037379,77.609339,12.963457,77.749985,1,381.65,17.314,47.96,1.0,Hebbal,Whitefield
2025-10-06 12:08:38,2025-10-06 12:39:12,12.985146,77.596791,12.980136,77.739623,2,328.14,15.486,30.57,1.0,MG_Road,Whitefield
2025-10-08 10:48:07,2025-10-08 11:35:24,12.926675,77.58634,13.032339,77.60014,1,298.6,11.844,47.29,1.0,Jayanagar,Hebbal
2025-10-11 18:04:48,2025-10-11 18:18:13,12.972782,77.602376,12.96987,77.646254,1,141.63,4.766,13.43,1.0,MG_Road,Indiranagar
2025-10-04 08:44:08,2025-10-04 09:25:35,13.073792,77.601049,12.969697,77.646857,1,301.11,12.594,41.47,1.0,Yelahanka,Indiranagar
2025-10-09 02:39:31,2025-10-09 02:43:36,12.929354,77.621177,12.939594,77.624087,1,73.86,1.181,4.09,1.0,Koramangala,Koramangala
2025-10-10 20:28:51,2025-10-10 21:10:01,12.922318,77.585974,12.851519,77.674668,1,447.23,12.426,41.18,1.5,Jayanagar,Electronic_City
2025-10-03 11:14:35,2025-10-03 12:04:32,12.839112,77.683325,13.094165,77.589064,2,577.09,30.144,49.95,1.0,Electronic_City,Yelahanka
2025-10-08 22:33:22,2025-10-08 23:18:21,12.854487,77.676807,13.019929,77.546975,1,604.37,23.16,45.0,1.3,Electronic_City,Rajajinagar
2025-10-05 10:08:34,2025-10-05 11:14:10,12.968253,77.755379,12.925245,77.589449,3,427.52,18.607,65.62,1.0,Whitefield,Jayanagar
2025-10-01 01:42:11,2025-10-01 02:06:30,13.08774,77.586936,12.963418,77.605326,1,296.0,13.967,24.33,1.0,Yelahanka,MG_Road
2025-10-10 03:49:26,2025-10-10 04:08:50,13.00627,77.550894,12.891241,77.578511,1,276.15,13.136,19.41,1.0,Rajajinagar,Bannerghatta
2025-10-05 16:50:35,2025-10-05 17:38:50,13.03646,77.58534,12.835026,77.670983,1,486.07,24.245,48.26,1.0,Hebbal,Electronic_City
2025-10-05 16:33:56,2025-10-05 17:02:06,12.923995,77.591593,12.839502,77.675862,1,288.82,13.104,28.18,1.0,Jayanagar,Electronic_City
2025-10-06 10:07:29,2025-10-06 11:04:11,13.08191,77.597041,12.92431,77.625929,1,402.08,17.802,56.7,1.0,Yelahanka,Koramangala
2025-10-10 19:03:34,2025-10-10 19:49:26,12.885736,77.584031,13.023536,77.570418,2,524.58,15.394,45.88,1.5,Bannerghatta,Rajajinagar
2025-10-02 14:02:54,2025-10-02 14:03:54,12.889972,77.571025,12.881575,77.573643,1,85.98,0.976,1.0,1.3,Bannerghatta,Bannerghatta
2025-10-04 10:48:53,2025-10-04 11:15:14,12.93179,77.612931,12.975653,77.600941,1,165.24,5.047,26.35,1.0,Koramangala,MG_Road
2025-10-11 08:13:25,2025-10-11 08:35:47,12.893299,77.586513,12.93305,77.605422,2,156.63,4.872,22.37,1.0,Bannerghatta,Jayanagar
2025-10-03 19:37:07,2025-10-03 20:06:46,12.941415,77.629133,12.899245,77.573503,1,209.05,7.638,29.65,1.0,Koramangala,Bannerghatta
2025-10-11 11:17:04,2025-10-11 11:53:55,12.969471,77.750925,12.892429,77.585617,1,403.17,19.858,36.87,1.0,Whitefield,Bannerghatta
2025-10-07 00:15:44,2025-10-07 00:34:50,12.920701,77.645545,13.018125,77.549265,1,304.27,15.04,19.11,1.0,Koramangala,Rajajinagar
2025-10-11 12:06:35,2025-10-11 12:34:51,12.931821,77.573428,12.843559,77.678144,1,317.48,15.005,28.27,1.0,Jayanagar,Electronic_City
2025-10-10 21:45:30,2025-10-10 22:14:46,12.961828,77.751205,12.968474,77.629627,1,291.85,13.195,29.28,1.0,Whitefield,Indiranagar
2025-10-02 17:25:45,2025-10-02 17:33:44,12.938054,77.630834,12.945656,77.614576,1,91.3,1.954,7.99,1.0,Koramangala,Koramangala
2025-10-07 16:48:17,2025-10-07 17:07:54,12.931033,77.577754,12.977843,77.642111,1,209.97,8.702,19.63,1.0,Jayanagar,Indiranagar
2025-10-01 10:06:26,2025-10-01 11:05:55,12.929205,77.588982,12.837199,77.676125,1,452.53,13.925,59.49,1.3,Jayanagar,Electronic_City
2025-10-10 05:12:38,2025-10-10 05:24:56,13.027166,77.594242,12.980497,77.637132,2,172.94,6.966,12.3,1.0,Hebbal,Indiranagar
2025-10-03 14:48:26,2025-10-03 15:12:36,12.963957,77.644299,12.91488,77.586338,1,211.08,8.321,24.18,1.0,Indiranagar,Jayanagar
2025-10-09 00:08:35,2025-10-09 00:17:49,12.978309,77.596733,12.920782,77.626804,1,171.55,7.179,9.24,1.0,MG_Road,Koramangala
2025-10-10 07:01:05,2025-10-10 07:44:21,12.920618,77.584102,12.843685,77.672225,1,307.25,12.823,43.27,1.0,Jayanagar,Electronic_City
2025-10-05 21:55:33,2025-10-05 22:18:53,12.965239,77.63676,12.918109,77.593463,1,190.52,7.034,23.34,1.0,Indiranagar,Jayanagar
2025-10-07 14:06:10,2025-10-07 14:30:08,13.010806,77.566496,12.898876,77.578297,1,273.65,12.511,23.98,1.0,Rajajinagar,Bannerghatta
2025-10-06 00:40:50,2025-10-06 01:46:47,12.846911,77.693996,13.091093,77.585675,1,888.98,29.58,65.97,1.5,Electronic_City,Yelahanka
2025-10-08 07:33:41,2025-10-08 08:00:09,12.977958,77.593944,12.925338,77.580681,1,180.09,6.025,26.48,1.0,MG_Road,Jayanagar
2025-10-02 02:05:01,2025-10-02 02:06:01,12.976105,77.63431,12.972867,77.636208,2,57.72,0.415,1.0,1.0,Indiranagar,Indiranagar
2025-10-07 18:28:43,2025-10-07 18:50:07,12.898711,77.57201,12.963578,77.601897,1,200.71,7.907,21.41,1.0,Bannerghatta,MG_Road
2025-10-06 20:46:19,2025-10-06 21:19:29,12.894637,77.577117,12.980367,77.591455,1,244.65,9.659,33.18,1.0,Bannerghatta,MG_Road
2025-10-11 10:08:21,2025-10-11 11:29:43,12.837483,77.675907,13.095775,77.590129,2,812.32,30.187,81.37,1.3,Electronic_City,Yelahanka
2025-10-09 21:29:51,2025-10-09 21:43:20,13.00238,77.567573,12.98054,77.641777,1,196.22,8.399,13.5,1.0,Rajajinagar,Indiranagar
2025-10-07 06:43:41,2025-10-07 07:12:18,12.967786,77.5996,13.052527,77.606021,1,234.67,9.448,28.63,1.0,MG_Road,Hebbal
2025-10-06 06:29:58,2025-10-06 06:56:17,12.842409,77.677886,12.921907,77.599219,1,273.72,12.282,26.32,1.0,Electronic_City,Jayanagar
2025-10-08 07:55:38,2025-10-08 08:43:10,13.088996,77.581343,12.95842,77.637225,1,357.27,15.731,47.54,1.0,Yelahanka,Indiranagar
2025-10-05 07:37:03,2025-10-05 08:01:49,12.94413,77.636564,12.969905,77.661213,1,145.93,3.918,24.78,1.0,Koramangala,Indiranagar
2025-10-01 04:59:13,2025-10-01 05:21:10,12.879973,77.577592,13.023061,77.608537,3,326.84,16.26,21.96,1.0,Bannerghatta,Hebbal
2025-10-06 20:58:56,2025-10-06 21:57:16,12.974228,77.637219,12.88245,77.56141,1,334.02,13.101,58.33,1.0,Indiranagar,Bannerghatta
2025-10-08 02:52:12,2025-10-08 03:24:21,12.813602,77.672135,12.965438,77.749555,1,381.04,18.854,32.15,1.0,Electronic_City,Whitefield
2025-10-11 09:45:38,2025-10-11 09:53:57,12.979267,77.763291,12.961918,77.76114,2,137.46,1.943,8.33,1.5,Whitefield,Whitefield
2025-10-11 19:49:25,2025-10-11 20:48:51,12.988339,77.634288,12.845597,77.667799,4,460.07,16.282,59.44,1.2,Indiranagar,Electronic_City
2025-10-05 00:03:44,2025-10-05 00:15:30,12.934996,77.633882,12.974149,77.746935,1,262.7,13.002,11.78,1.0,Koramangala,Whitefield
2025-10-10 19:22:59,2025-10-10 19:47:49,12.975784,77.633992,12.940602,77.575469,3,238.85,7.451,24.85,1.2,Indiranagar,Jayanagar
2025-10-07 16:49:48,2025-10-07 17:16:19,12.998168,77.595953,12.89124,77.56863,1,273.58,12.253,26.53,1.0,MG_Road,Bannerghatta
2025-10-06 10:47:52,2025-10-06 11:27:48,12.892248,77.571804,12.967661,77.627272,1,264.68,10.318,39.95,1.0,Bannerghatta,Indiranagar
2025-10-11 19:48:56,2025-10-11 20:10:06,13.034816,77.601706,12.975562,77.61175,2,181.92,6.678,21.17,1.0,Hebbal,MG_Road
2025-10-10 16:55:01,2025-10-10 17:24:05,13.078144,77.599202,12.919205,77.567293,1,363.74,18.008,29.08,1.0,Yelahanka,Jayanagar
2025-10-02 07:42:16,2025-10-02 08:32:16,12.827781,77.676818,12.975662,77.653164,1,374.66,16.642,50.02,1.0,Electronic_City,Indiranagar
2025-10-03 03:59:03,2025-10-03 04:22:05,13.086669,77.585304,12.972429,77.64577,4,358.73,14.292,23.04,1.2,Yelahanka,Indiranagar
2025-10-05 06:58:45,2025-10-05 07:55:40,12.836642,77.68614,13.097505,77.595269,1,594.88,30.632,56.93,1.0,Electronic_City,Yelahanka
2025-10-08 16:40:46,2025-10-08 17:10:07,12.928013,77.576009,13.005849,77.5639,1,225.36,8.754,29.37,1.0,Jayanagar,Rajajinagar
2025-10-10 12:15:02,2025-10-10 12:28:34,13.064977,77.599472,13.009943,77.561056,1,181.32,7.4,13.54,1.0,Yelahanka,Rajajinagar
2025-10-06 13:22:30,2025-10-06 13:48:49,13.01836,77.543484,12.91408,77.578981,1,272.73,12.217,26.32,1.0,Rajajinagar,Jayanagar
2025-10-08 11:16:54,2025-10-08 11:51:57,12.929617,77.585076,12.972769,77.745068,1,372.43,17.99,35.06,1.0,Jayanagar,Whitefield
2025-10-05 09:51:51,2025-10-05 10:02:25,12.981647,77.597549,13.013901,77.595814,1,119.73,3.591,10.57,1.0,MG_Road,Hebbal
2025-10-03 23:19:59,2025-10-03 23:45:13,12.981702,77.600246,12.882252,77.570072,2,260.84,11.532,25.24,1.0,MG_Road,Bannerghatta
2025-10-08 18:33:24,2025-10-08 18:49:10,12.924009,77.596762,12.97906,77.610178,3,168.03,6.292,15.77,1.0,Jayanagar,MG_Road
2025-10-08 07:49:14,2025-10-08 09:06:19,12.842776,77.684782,13.082877,77.596685,1,768.23,28.353,77.1,1.3,Electronic_City,Yelahanka
2025-10-09 20:22:01,2025-10-09 21:13:02,12.848153,77.671864,12.981196,77.748064,1,380.69,16.943,51.03,1.0,Electronic_City,Whitefield
2025-10-01 12:06:50,2025-10-01 12:17:11,12.974446,77.638571,12.924513,77.588222,3,182.3,7.784,10.35,1.0,Indiranagar,Jayanagar
2025-10-04 15:42:39,2025-10-04 16:11:06,12.9673,77.75478,12.833747,77.665575,1,358.51,17.721,28.47,1.0,Whitefield,Electronic_City
2025-10-11 12:19:33,2025-10-11 12:39:10,12.919867,77.60247,12.976209,77.634766,1,187.07,7.176,19.62,1.0,Jayanagar,Indiranagar
2025-10-08 10:29:04,2025-10-08 10:30:04,13.041425,77.592779,13.037856,77.597941,1,61.79,0.686,1.0,1.0,Hebbal,Hebbal
2025-10-04 09:41:05,2025-10-04 10:29:26,12.836253,77.68239,12.961048,77.742196,2,352.27,15.316,48.36,1.0,Electronic_City,Whitefield
2025-10-04 17:32:03,2025-10-04 18:54:13,12.83125,77.65861,12.970165,77.646423,2,405.8,15.503,82.17,1.0,Electronic_City,Indiranagar
2025-10-05 05:36:37,2025-10-05 05:44:29,12.936927,77.62793,12.971938,77.597637,3,138.21,5.092,7.88,1.0,Koramangala,MG_Road
2025-10-02 00:39:31,2025-10-02 00:48:39,13.013215,77.560088,12.984045,77.616253,1,250.71,6.896,9.14,1.5,Rajajinagar,MG_Road
